PULocationID,DOLocationID,pickup_hour,num_trips,GCT_Taxi,GCT_UAM_Early,GCT_UAM_Mid,GCT_UAM_Mature
4,1,9,299,90.51,100.012820329847,67.0395637342371,34.1704071903432
4,1,10,234,91.74,100.012820329847,67.0395637342371,34.1704071903432
4,1,11,250,98.23,100.012820329847,67.0395637342371,34.1704071903432
4,1,12,307,98.78,100.012820329847,67.0395637342371,34.1704071903432
4,1,13,406,108.62,100.012820329847,67.0395637342371,34.1704071903432
4,1,14,494,119.54,100.012820329847,67.0395637342371,34.1704071903432
4,1,15,510,132.44,100.012820329847,67.0395637342371,34.1704071903432
4,1,16,442,136.41,100.012820329847,67.0395637342371,34.1704071903432
4,1,17,357,131.73,100.012820329847,67.0395637342371,34.1704071903432
4,1,18,233,117.3,100.012820329847,67.0395637342371,34.1704071903432
4,1,19,204,106.69,100.012820329847,67.0395637342371,34.1704071903432
4,1,20,124,95.32,100.012820329847,67.0395637342371,34.1704071903432
4,1,21,37,89.02,100.012820329847,67.0395637342371,34.1704071903432
4,1,22,6,88,100.012820329847,67.0395637342371,34.1704071903432
4,1,23,2,150,100.012820329847,67.0395637342371,34.1704071903432
5,1,2,14,69.38,346.900593830349,232.530833475496,118.52215052691
